"Column Name","Label"
"S1501_C03_005E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_005M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_005MA","Annotation of Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_005EA","Annotation of Female!!Estimate!!Bachelor's degree or higher"
"S1501_C01_006E","Total!!Estimate!!Population 25 years and over"
"S1501_C01_006M","Total!!Margin of Error!!Population 25 years and over"
"S1501_C01_006MA","Annotation of Total!!Margin of Error!!Population 25 years and over"
"S1501_C01_006EA","Annotation of Total!!Estimate!!Population 25 years and over"
"S1501_C02_006E","Male!!Estimate!!Population 25 years and over"
"S1501_C02_006EA","Annotation of Male!!Estimate!!Population 25 years and over"
"S1501_C02_006M","Male!!Margin of Error!!Population 25 years and over"
"S1501_C02_006MA","Annotation of Male!!Margin of Error!!Population 25 years and over"
"S1501_C03_006E","Female!!Estimate!!Population 25 years and over"
"S1501_C03_006EA","Annotation of Female!!Estimate!!Population 25 years and over"
"S1501_C03_006M","Female!!Margin of Error!!Population 25 years and over"
"S1501_C03_006MA","Annotation of Female!!Margin of Error!!Population 25 years and over"
"S1501_C01_007E","Total!!Estimate!!Less than 9th grade"
"S1501_C01_007M","Total!!Margin of Error!!Less than 9th grade"
"S1501_C01_007MA","Annotation of Total!!Margin of Error!!Less than 9th grade"
"S1501_C01_007EA","Annotation of Total!!Estimate!!Less than 9th grade"
"S1501_C02_007E","Male!!Estimate!!Less than 9th grade"
"S1501_C02_007EA","Annotation of Male!!Estimate!!Less than 9th grade"
"S1501_C02_007M","Male!!Margin of Error!!Less than 9th grade"
"S1501_C02_007MA","Annotation of Male!!Margin of Error!!Less than 9th grade"
"S1501_C03_007E","Female!!Estimate!!Less than 9th grade"
"S1501_C03_007EA","Annotation of Female!!Estimate!!Less than 9th grade"
"S1501_C03_007M","Female!!Margin of Error!!Less than 9th grade"
"S1501_C03_007MA","Annotation of Female!!Margin of Error!!Less than 9th grade"
"S1501_C01_008E","Total!!Estimate!!9th to 12th grade, no diploma"
"S1501_C01_008EA","Annotation of Total!!Estimate!!9th to 12th grade, no diploma"
"S1501_C01_008M","Total!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C01_008MA","Annotation of Total!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C02_008E","Male!!Estimate!!9th to 12th grade, no diploma"
"S1501_C02_008M","Male!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C02_008MA","Annotation of Male!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C02_008EA","Annotation of Male!!Estimate!!9th to 12th grade, no diploma"
"S1501_C03_008E","Female!!Estimate!!9th to 12th grade, no diploma"
"S1501_C03_008M","Female!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C03_008MA","Annotation of Female!!Margin of Error!!9th to 12th grade, no diploma"
"S1501_C03_008EA","Annotation of Female!!Estimate!!9th to 12th grade, no diploma"
"S1501_C01_009E","Total!!Estimate!!High school graduate (includes equivalency)"
"S1501_C01_009M","Total!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C01_009MA","Annotation of Total!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C01_009EA","Annotation of Total!!Estimate!!High school graduate (includes equivalency)"
"S1501_C02_009E","Male!!Estimate!!High school graduate (includes equivalency)"
"S1501_C02_009EA","Annotation of Male!!Estimate!!High school graduate (includes equivalency)"
"S1501_C02_009M","Male!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C02_009MA","Annotation of Male!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C03_009E","Female!!Estimate!!High school graduate (includes equivalency)"
"S1501_C03_009EA","Annotation of Female!!Estimate!!High school graduate (includes equivalency)"
"S1501_C03_009M","Female!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C03_009MA","Annotation of Female!!Margin of Error!!High school graduate (includes equivalency)"
"S1501_C01_010E","Total!!Estimate!!Some college, no degree"
"S1501_C01_010M","Total!!Margin of Error!!Some college, no degree"
"S1501_C01_010MA","Annotation of Total!!Margin of Error!!Some college, no degree"
"S1501_C01_010EA","Annotation of Total!!Estimate!!Some college, no degree"
"S1501_C02_010E","Male!!Estimate!!Some college, no degree"
"S1501_C02_010EA","Annotation of Male!!Estimate!!Some college, no degree"
"S1501_C02_010M","Male!!Margin of Error!!Some college, no degree"
"S1501_C02_010MA","Annotation of Male!!Margin of Error!!Some college, no degree"
"S1501_C03_010E","Female!!Estimate!!Some college, no degree"
"S1501_C03_010M","Female!!Margin of Error!!Some college, no degree"
"S1501_C03_010MA","Annotation of Female!!Margin of Error!!Some college, no degree"
"S1501_C03_010EA","Annotation of Female!!Estimate!!Some college, no degree"
"S1501_C01_011E","Total!!Estimate!!Associate's degree"
"S1501_C01_011EA","Annotation of Total!!Estimate!!Associate's degree"
"S1501_C01_011M","Total!!Margin of Error!!Associate's degree"
"S1501_C01_011MA","Annotation of Total!!Margin of Error!!Associate's degree"
"S1501_C02_011E","Male!!Estimate!!Associate's degree"
"S1501_C02_011M","Male!!Margin of Error!!Associate's degree"
"S1501_C02_011MA","Annotation of Male!!Margin of Error!!Associate's degree"
"S1501_C02_011EA","Annotation of Male!!Estimate!!Associate's degree"
"S1501_C03_011E","Female!!Estimate!!Associate's degree"
"S1501_C03_011M","Female!!Margin of Error!!Associate's degree"
"S1501_C03_011MA","Annotation of Female!!Margin of Error!!Associate's degree"
"S1501_C03_011EA","Annotation of Female!!Estimate!!Associate's degree"
"S1501_C01_012E","Total!!Estimate!!Bachelor's degree"
"S1501_C01_012EA","Annotation of Total!!Estimate!!Bachelor's degree"
"S1501_C01_012M","Total!!Margin of Error!!Bachelor's degree"
"S1501_C01_012MA","Annotation of Total!!Margin of Error!!Bachelor's degree"
"S1501_C02_012E","Male!!Estimate!!Bachelor's degree"
"S1501_C02_012EA","Annotation of Male!!Estimate!!Bachelor's degree"
"S1501_C02_012M","Male!!Margin of Error!!Bachelor's degree"
"S1501_C02_012MA","Annotation of Male!!Margin of Error!!Bachelor's degree"
"S1501_C03_012E","Female!!Estimate!!Bachelor's degree"
"S1501_C03_012EA","Annotation of Female!!Estimate!!Bachelor's degree"
"S1501_C03_012M","Female!!Margin of Error!!Bachelor's degree"
"S1501_C03_012MA","Annotation of Female!!Margin of Error!!Bachelor's degree"
"S1501_C01_013E","Total!!Estimate!!Graduate or professional degree"
"S1501_C01_013EA","Annotation of Total!!Estimate!!Graduate or professional degree"
"S1501_C01_013M","Total!!Margin of Error!!Graduate or professional degree"
"S1501_C01_013MA","Annotation of Total!!Margin of Error!!Graduate or professional degree"
"S1501_C02_013E","Male!!Estimate!!Graduate or professional degree"
"S1501_C02_013M","Male!!Margin of Error!!Graduate or professional degree"
"S1501_C02_013MA","Annotation of Male!!Margin of Error!!Graduate or professional degree"
"S1501_C02_013EA","Annotation of Male!!Estimate!!Graduate or professional degree"
"S1501_C03_013E","Female!!Estimate!!Graduate or professional degree"
"S1501_C03_013EA","Annotation of Female!!Estimate!!Graduate or professional degree"
"S1501_C03_013M","Female!!Margin of Error!!Graduate or professional degree"
"S1501_C03_013MA","Annotation of Female!!Margin of Error!!Graduate or professional degree"
"S1501_C01_014E","Total!!Estimate!!Percent high school graduate or higher"
"S1501_C01_014M","Total!!Margin of Error!!Percent high school graduate or higher"
"S1501_C01_014MA","Annotation of Total!!Margin of Error!!Percent high school graduate or higher"
"S1501_C01_014EA","Annotation of Total!!Estimate!!Percent high school graduate or higher"
"S1501_C02_014E","Male!!Estimate!!Percent high school graduate or higher"
"S1501_C02_014M","Male!!Margin of Error!!Percent high school graduate or higher"
"S1501_C02_014MA","Annotation of Male!!Margin of Error!!Percent high school graduate or higher"
"S1501_C02_014EA","Annotation of Male!!Estimate!!Percent high school graduate or higher"
"S1501_C03_014E","Female!!Estimate!!Percent high school graduate or higher"
"S1501_C03_014EA","Annotation of Female!!Estimate!!Percent high school graduate or higher"
"S1501_C03_014M","Female!!Margin of Error!!Percent high school graduate or higher"
"S1501_C03_014MA","Annotation of Female!!Margin of Error!!Percent high school graduate or higher"
"S1501_C01_015E","Total!!Estimate!!Percent bachelor's degree or higher"
"S1501_C01_015M","Total!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C01_015MA","Annotation of Total!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C01_015EA","Annotation of Total!!Estimate!!Percent bachelor's degree or higher"
"S1501_C02_015E","Male!!Estimate!!Percent bachelor's degree or higher"
"S1501_C02_015EA","Annotation of Male!!Estimate!!Percent bachelor's degree or higher"
"S1501_C02_015M","Male!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C02_015MA","Annotation of Male!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C03_015E","Female!!Estimate!!Percent bachelor's degree or higher"
"S1501_C03_015EA","Annotation of Female!!Estimate!!Percent bachelor's degree or higher"
"S1501_C03_015M","Female!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C03_015MA","Annotation of Female!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C01_016E","Total!!Estimate!!Population 25 to 34 years"
"S1501_C01_016M","Total!!Margin of Error!!Population 25 to 34 years"
"S1501_C01_016MA","Annotation of Total!!Margin of Error!!Population 25 to 34 years"
"S1501_C01_016EA","Annotation of Total!!Estimate!!Population 25 to 34 years"
"S1501_C02_016E","Male!!Estimate!!Population 25 to 34 years"
"S1501_C02_016M","Male!!Margin of Error!!Population 25 to 34 years"
"S1501_C02_016MA","Annotation of Male!!Margin of Error!!Population 25 to 34 years"
"S1501_C02_016EA","Annotation of Male!!Estimate!!Population 25 to 34 years"
"S1501_C03_016E","Female!!Estimate!!Population 25 to 34 years"
"S1501_C03_016M","Female!!Margin of Error!!Population 25 to 34 years"
"S1501_C03_016MA","Annotation of Female!!Margin of Error!!Population 25 to 34 years"
"S1501_C03_016EA","Annotation of Female!!Estimate!!Population 25 to 34 years"
"S1501_C01_017E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_017EA","Annotation of Total!!Estimate!!High school graduate or higher"
"S1501_C01_017M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_017MA","Annotation of Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_017E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_017M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_017MA","Annotation of Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_017EA","Annotation of Male!!Estimate!!High school graduate or higher"
"S1501_C03_017E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_017M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_017MA","Annotation of Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_017EA","Annotation of Female!!Estimate!!High school graduate or higher"
"S1501_C01_018E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_018EA","Annotation of Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_018M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_018MA","Annotation of Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_018E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_018M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_018MA","Annotation of Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_018EA","Annotation of Male!!Estimate!!Bachelor's degree or higher"
"S1501_C03_018E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_018EA","Annotation of Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_018M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_018MA","Annotation of Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_019E","Total!!Estimate!!Population 35 to 44 years"
"S1501_C01_019EA","Annotation of Total!!Estimate!!Population 35 to 44 years"
"S1501_C01_019M","Total!!Margin of Error!!Population 35 to 44 years"
"S1501_C01_019MA","Annotation of Total!!Margin of Error!!Population 35 to 44 years"
"S1501_C02_019E","Male!!Estimate!!Population 35 to 44 years"
"S1501_C02_019M","Male!!Margin of Error!!Population 35 to 44 years"
"S1501_C02_019MA","Annotation of Male!!Margin of Error!!Population 35 to 44 years"
"S1501_C02_019EA","Annotation of Male!!Estimate!!Population 35 to 44 years"
"S1501_C03_019E","Female!!Estimate!!Population 35 to 44 years"
"S1501_C03_019EA","Annotation of Female!!Estimate!!Population 35 to 44 years"
"S1501_C03_019M","Female!!Margin of Error!!Population 35 to 44 years"
"S1501_C03_019MA","Annotation of Female!!Margin of Error!!Population 35 to 44 years"
"S1501_C01_020E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_020M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_020MA","Annotation of Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_020EA","Annotation of Total!!Estimate!!High school graduate or higher"
"S1501_C02_020E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_020M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_020MA","Annotation of Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_020EA","Annotation of Male!!Estimate!!High school graduate or higher"
"S1501_C03_020E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_020M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_020MA","Annotation of Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_020EA","Annotation of Female!!Estimate!!High school graduate or higher"
"S1501_C01_021E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_021M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_021MA","Annotation of Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_021EA","Annotation of Total!!Estimate!!Bachelor's degree or higher"
"S1501_C02_021E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_021EA","Annotation of Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_021M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_021MA","Annotation of Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_021E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_021EA","Annotation of Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_021M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_021MA","Annotation of Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_022E","Total!!Estimate!!Population 45 to 64 years"
"S1501_C01_022EA","Annotation of Total!!Estimate!!Population 45 to 64 years"
"S1501_C01_022M","Total!!Margin of Error!!Population 45 to 64 years"
"S1501_C01_022MA","Annotation of Total!!Margin of Error!!Population 45 to 64 years"
"S1501_C02_022E","Male!!Estimate!!Population 45 to 64 years"
"S1501_C02_022M","Male!!Margin of Error!!Population 45 to 64 years"
"S1501_C02_022MA","Annotation of Male!!Margin of Error!!Population 45 to 64 years"
"S1501_C02_022EA","Annotation of Male!!Estimate!!Population 45 to 64 years"
"S1501_C03_022E","Female!!Estimate!!Population 45 to 64 years"
"S1501_C03_022M","Female!!Margin of Error!!Population 45 to 64 years"
"S1501_C03_022MA","Annotation of Female!!Margin of Error!!Population 45 to 64 years"
"S1501_C03_022EA","Annotation of Female!!Estimate!!Population 45 to 64 years"
"S1501_C01_023E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_023EA","Annotation of Total!!Estimate!!High school graduate or higher"
"S1501_C01_023M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_023MA","Annotation of Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_023E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_023M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_023MA","Annotation of Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_023EA","Annotation of Male!!Estimate!!High school graduate or higher"
"S1501_C03_023E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_023M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_023MA","Annotation of Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_023EA","Annotation of Female!!Estimate!!High school graduate or higher"
"S1501_C01_024E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_024EA","Annotation of Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_024M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_024MA","Annotation of Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_024E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_024EA","Annotation of Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_024M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_024MA","Annotation of Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_024E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_024EA","Annotation of Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_024M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_024MA","Annotation of Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_025E","Total!!Estimate!!Population 65 years and over"
"S1501_C01_025M","Total!!Margin of Error!!Population 65 years and over"
"S1501_C01_025MA","Annotation of Total!!Margin of Error!!Population 65 years and over"
"S1501_C01_025EA","Annotation of Total!!Estimate!!Population 65 years and over"
"S1501_C02_025E","Male!!Estimate!!Population 65 years and over"
"S1501_C02_025M","Male!!Margin of Error!!Population 65 years and over"
"S1501_C02_025MA","Annotation of Male!!Margin of Error!!Population 65 years and over"
"S1501_C02_025EA","Annotation of Male!!Estimate!!Population 65 years and over"
"S1501_C03_025E","Female!!Estimate!!Population 65 years and over"
"S1501_C03_025M","Female!!Margin of Error!!Population 65 years and over"
"S1501_C03_025MA","Annotation of Female!!Margin of Error!!Population 65 years and over"
"S1501_C03_025EA","Annotation of Female!!Estimate!!Population 65 years and over"
"S1501_C01_026E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_026M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_026MA","Annotation of Total!!Margin of Error!!High school graduate or higher"
"S1501_C01_026EA","Annotation of Total!!Estimate!!High school graduate or higher"
"S1501_C02_026E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_026M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_026MA","Annotation of Male!!Margin of Error!!High school graduate or higher"
"S1501_C02_026EA","Annotation of Male!!Estimate!!High school graduate or higher"
"S1501_C03_026E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_026M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_026MA","Annotation of Female!!Margin of Error!!High school graduate or higher"
"S1501_C03_026EA","Annotation of Female!!Estimate!!High school graduate or higher"
"S1501_C01_027E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_027M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_027MA","Annotation of Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_027EA","Annotation of Total!!Estimate!!Bachelor's degree or higher"
"S1501_C02_027E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_027EA","Annotation of Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_027M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_027MA","Annotation of Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_027E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_027EA","Annotation of Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_027M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_027MA","Annotation of Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_028E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_028EA","Annotation of Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_028M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_028MA","Annotation of Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028MA","Annotation of Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028EA","Annotation of Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028EA","Annotation of Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028MA","Annotation of Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_029E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C01_029EA","Annotation of Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C01_029M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C01_029MA","Annotation of Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C02_029E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
