"Column Name","Label"
"S1501_C01_003E","Total!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C01_003M","Total!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C01_003MA","Annotation of Total!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C01_003EA","Annotation of Total!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C02_003E","Percent!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C02_003EA","Annotation of Percent!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C02_003M","Percent!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C02_003MA","Annotation of Percent!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_003E","Males!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_003EA","Annotation of Males!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_003M","Males!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_003MA","Annotation of Males!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_003E","Percent Males!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_003EA","Annotation of Percent Males!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_003M","Percent Males!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_003MA","Annotation of Percent Males!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_003E","Females!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_003EA","Annotation of Females!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_003M","Females!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_003MA","Annotation of Females!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_003E","Percent Females!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_003M","Percent Females!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_003MA","Annotation of Percent Females!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_003EA","Annotation of Percent Females!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C01_004E","Total!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C01_004M","Total!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C01_004MA","Annotation of Total!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C01_004EA","Annotation of Total!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C02_004E","Percent!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C02_004EA","Annotation of Percent!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C02_004M","Percent!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C02_004MA","Annotation of Percent!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_004E","Males!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_004EA","Annotation of Males!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_004M","Males!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_004MA","Annotation of Males!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_004E","Percent Males!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_004EA","Annotation of Percent Males!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_004M","Percent Males!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_004MA","Annotation of Percent Males!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_004E","Females!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_004EA","Annotation of Females!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_004M","Females!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_004MA","Annotation of Females!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_004E","Percent Females!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_004EA","Annotation of Percent Females!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_004M","Percent Females!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_004MA","Annotation of Percent Females!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C01_005E","Total!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C01_005M","Total!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C01_005MA","Annotation of Total!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C01_005EA","Annotation of Total!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C02_005E","Percent!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C02_005M","Percent!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C02_005MA","Annotation of Percent!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C02_005EA","Annotation of Percent!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_005E","Males!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_005EA","Annotation of Males!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_005M","Males!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_005MA","Annotation of Males!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_005E","Percent Males!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_005EA","Annotation of Percent Males!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_005M","Percent Males!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_005MA","Annotation of Percent Males!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_005E","Females!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_005M","Females!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_005MA","Annotation of Females!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_005EA","Annotation of Females!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_005E","Percent Females!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_005M","Percent Females!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_005MA","Annotation of Percent Females!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_005EA","Annotation of Percent Females!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C01_006E","Total!!Estimate!!Population 25 years and over"
"S1501_C01_006M","Total!!Margin of Error!!Population 25 years and over"
"S1501_C01_006MA","Annotation of Total!!Margin of Error!!Population 25 years and over"
"S1501_C01_006EA","Annotation of Total!!Estimate!!Population 25 years and over"
"S1501_C02_006E","Percent!!Estimate!!Population 25 years and over"
"S1501_C02_006M","Percent!!Margin of Error!!Population 25 years and over"
"S1501_C02_006MA","Annotation of Percent!!Margin of Error!!Population 25 years and over"
"S1501_C02_006EA","Annotation of Percent!!Estimate!!Population 25 years and over"
"S1501_C03_006E","Males!!Estimate!!Population 25 years and over"
"S1501_C03_006EA","Annotation of Males!!Estimate!!Population 25 years and over"
"S1501_C03_006M","Males!!Margin of Error!!Population 25 years and over"
"S1501_C03_006MA","Annotation of Males!!Margin of Error!!Population 25 years and over"
"S1501_C04_006E","Percent Males!!Estimate!!Population 25 years and over"
"S1501_C04_006M","Percent Males!!Margin of Error!!Population 25 years and over"
"S1501_C04_006MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over"
"S1501_C04_006EA","Annotation of Percent Males!!Estimate!!Population 25 years and over"
"S1501_C05_006E","Females!!Estimate!!Population 25 years and over"
"S1501_C05_006M","Females!!Margin of Error!!Population 25 years and over"
"S1501_C05_006MA","Annotation of Females!!Margin of Error!!Population 25 years and over"
"S1501_C05_006EA","Annotation of Females!!Estimate!!Population 25 years and over"
"S1501_C06_006E","Percent Females!!Estimate!!Population 25 years and over"
"S1501_C06_006M","Percent Females!!Margin of Error!!Population 25 years and over"
"S1501_C06_006MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over"
"S1501_C06_006EA","Annotation of Percent Females!!Estimate!!Population 25 years and over"
"S1501_C01_007E","Total!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C01_007EA","Annotation of Total!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C01_007M","Total!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C01_007MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C02_007E","Percent!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C02_007M","Percent!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C02_007MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C02_007EA","Annotation of Percent!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_007E","Males!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_007EA","Annotation of Males!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_007M","Males!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_007MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_007E","Percent Males!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_007EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_007M","Percent Males!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_007MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_007E","Females!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_007M","Females!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_007MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_007EA","Annotation of Females!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_007E","Percent Females!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_007M","Percent Females!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_007MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_007EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C01_008E","Total!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C01_008EA","Annotation of Total!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C01_008M","Total!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C01_008MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C02_008E","Percent!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C02_008M","Percent!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C02_008MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C02_008EA","Annotation of Percent!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_008E","Males!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_008EA","Annotation of Males!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_008M","Males!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_008MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_008E","Percent Males!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_008EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_008M","Percent Males!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_008MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_008E","Females!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_008EA","Annotation of Females!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_008M","Females!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_008MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_008E","Percent Females!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_008M","Percent Females!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_008MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_008EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C01_009E","Total!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C01_009M","Total!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C01_009MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C01_009EA","Annotation of Total!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C02_009E","Percent!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C02_009EA","Annotation of Percent!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C02_009M","Percent!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C02_009MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_009E","Males!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_009M","Males!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_009MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_009EA","Annotation of Males!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_009E","Percent Males!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_009M","Percent Males!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_009MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_009EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_009E","Females!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_009EA","Annotation of Females!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_009M","Females!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_009MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_009E","Percent Females!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_009EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_009M","Percent Females!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_009MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C01_010E","Total!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C01_010M","Total!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C01_010MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C01_010EA","Annotation of Total!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C02_010E","Percent!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C02_010EA","Annotation of Percent!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C02_010M","Percent!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C02_010MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C03_010E","Males!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C03_010M","Males!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C03_010MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C03_010EA","Annotation of Males!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C04_010E","Percent Males!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C04_010M","Percent Males!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C04_010MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C04_010EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C05_010E","Females!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C05_010EA","Annotation of Females!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C05_010M","Females!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C05_010MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C06_010E","Percent Females!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C06_010EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C06_010M","Percent Females!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C06_010MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C01_011E","Total!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C01_011M","Total!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C01_011MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C01_011EA","Annotation of Total!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C02_011E","Percent!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C02_011M","Percent!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C02_011MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C02_011EA","Annotation of Percent!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C03_011E","Males!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C03_011EA","Annotation of Males!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C03_011M","Males!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C03_011MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C04_011E","Percent Males!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C04_011M","Percent Males!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C04_011MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C04_011EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C05_011E","Females!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C05_011M","Females!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C05_011MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C05_011EA","Annotation of Females!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C06_011E","Percent Females!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C06_011M","Percent Females!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C06_011MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C06_011EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C01_012E","Total!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C01_012EA","Annotation of Total!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C01_012M","Total!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C01_012MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C02_012E","Percent!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C02_012EA","Annotation of Percent!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C02_012M","Percent!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C02_012MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_012E","Males!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_012EA","Annotation of Males!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_012M","Males!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_012MA","Annotation of Males!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_012E","Percent Males!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_012EA","Annotation of Percent Males!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_012M","Percent Males!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_012MA","Annotation of Percent Males!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_012E","Females!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_012M","Females!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_012MA","Annotation of Females!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_012EA","Annotation of Females!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_012E","Percent Females!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_012M","Percent Females!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_012MA","Annotation of Percent Females!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_012EA","Annotation of Percent Females!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C01_013E","Total!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C01_013EA","Annotation of Total!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C01_013M","Total!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C01_013MA","Annotation of Total!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C02_013E","Percent!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C02_013M","Percent!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C02_013MA","Annotation of Percent!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C02_013EA","Annotation of Percent!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C03_013E","Males!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C03_013EA","Annotation of Males!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C03_013M","Males!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
