"Column Name","Label"
"S2701_C02_003M","Number Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C02_003MA","Annotation of Number Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C03_003E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C03_003M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C03_003MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C03_003EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C04_003E","Number Insured by  Coverage Type!!Estimate!!AGE!!18 to 64 years"
"S2701_C04_003EA","Annotation of Number Insured by  Coverage Type!!Estimate!!AGE!!18 to 64 years"
"S2701_C04_003M","Number Insured by  Coverage Type!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C04_003MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C05_003E","Percent Insured by  Coverage Type!!Estimate!!AGE!!18 to 64 years"
"S2701_C05_003EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!AGE!!18 to 64 years"
"S2701_C05_003M","Percent Insured by  Coverage Type!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C05_003MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C01_004E","Total!!Estimate!!AGE!!65 years and older"
"S2701_C01_004M","Total!!Margin of Error!!AGE!!65 years and older"
"S2701_C01_004MA","Annotation of Total!!Margin of Error!!AGE!!65 years and older"
"S2701_C01_004EA","Annotation of Total!!Estimate!!AGE!!65 years and older"
"S2701_C02_004E","Number Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C02_004M","Number Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C02_004MA","Annotation of Number Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C02_004EA","Annotation of Number Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C03_004E","Percent Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C03_004EA","Annotation of Percent Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C03_004M","Percent Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C03_004MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C04_004E","Number Insured by  Coverage Type!!Estimate!!AGE!!65 years and older"
"S2701_C04_004EA","Annotation of Number Insured by  Coverage Type!!Estimate!!AGE!!65 years and older"
"S2701_C04_004M","Number Insured by  Coverage Type!!Margin of Error!!AGE!!65 years and older"
"S2701_C04_004MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!AGE!!65 years and older"
"S2701_C05_004E","Percent Insured by  Coverage Type!!Estimate!!AGE!!65 years and older"
"S2701_C05_004M","Percent Insured by  Coverage Type!!Margin of Error!!AGE!!65 years and older"
"S2701_C05_004MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!AGE!!65 years and older"
"S2701_C05_004EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!AGE!!65 years and older"
"S2701_C01_005E","Total!!Estimate!!19 to 25 years"
"S2701_C01_005M","Total!!Margin of Error!!19 to 25 years"
"S2701_C01_005MA","Annotation of Total!!Margin of Error!!19 to 25 years"
"S2701_C01_005EA","Annotation of Total!!Estimate!!19 to 25 years"
"S2701_C02_005E","Number Uninsured!!Estimate!!19 to 25 years"
"S2701_C02_005M","Number Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C02_005MA","Annotation of Number Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C02_005EA","Annotation of Number Uninsured!!Estimate!!19 to 25 years"
"S2701_C03_005E","Percent Uninsured!!Estimate!!19 to 25 years"
"S2701_C03_005M","Percent Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C03_005MA","Annotation of Percent Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C03_005EA","Annotation of Percent Uninsured!!Estimate!!19 to 25 years"
"S2701_C04_005E","Number Insured by  Coverage Type!!Estimate!!19 to 25 years"
"S2701_C04_005M","Number Insured by  Coverage Type!!Margin of Error!!19 to 25 years"
"S2701_C04_005MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!19 to 25 years"
"S2701_C04_005EA","Annotation of Number Insured by  Coverage Type!!Estimate!!19 to 25 years"
"S2701_C05_005E","Percent Insured by  Coverage Type!!Estimate!!19 to 25 years"
"S2701_C05_005EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!19 to 25 years"
"S2701_C05_005M","Percent Insured by  Coverage Type!!Margin of Error!!19 to 25 years"
"S2701_C05_005MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!19 to 25 years"
"S2701_C01_006E","Total!!Estimate!!SEX!!Male"
"S2701_C01_006M","Total!!Margin of Error!!SEX!!Male"
"S2701_C01_006MA","Annotation of Total!!Margin of Error!!SEX!!Male"
"S2701_C01_006EA","Annotation of Total!!Estimate!!SEX!!Male"
"S2701_C02_006E","Number Uninsured!!Estimate!!SEX!!Male"
"S2701_C02_006EA","Annotation of Number Uninsured!!Estimate!!SEX!!Male"
"S2701_C02_006M","Number Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C02_006MA","Annotation of Number Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C03_006E","Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C03_006M","Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C03_006MA","Annotation of Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C03_006EA","Annotation of Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C04_006E","Number Insured by  Coverage Type!!Estimate!!SEX!!Male"
"S2701_C04_006M","Number Insured by  Coverage Type!!Margin of Error!!SEX!!Male"
"S2701_C04_006MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!SEX!!Male"
"S2701_C04_006EA","Annotation of Number Insured by  Coverage Type!!Estimate!!SEX!!Male"
"S2701_C05_006E","Percent Insured by  Coverage Type!!Estimate!!SEX!!Male"
"S2701_C05_006EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!SEX!!Male"
"S2701_C05_006M","Percent Insured by  Coverage Type!!Margin of Error!!SEX!!Male"
"S2701_C05_006MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!SEX!!Male"
"S2701_C01_007E","Total!!Estimate!!SEX!!Female"
"S2701_C01_007M","Total!!Margin of Error!!SEX!!Female"
"S2701_C01_007MA","Annotation of Total!!Margin of Error!!SEX!!Female"
"S2701_C01_007EA","Annotation of Total!!Estimate!!SEX!!Female"
"S2701_C02_007E","Number Uninsured!!Estimate!!SEX!!Female"
"S2701_C02_007EA","Annotation of Number Uninsured!!Estimate!!SEX!!Female"
"S2701_C02_007M","Number Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C02_007MA","Annotation of Number Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C03_007E","Percent Uninsured!!Estimate!!SEX!!Female"
"S2701_C03_007M","Percent Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C03_007MA","Annotation of Percent Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C03_007EA","Annotation of Percent Uninsured!!Estimate!!SEX!!Female"
"S2701_C04_007E","Number Insured by  Coverage Type!!Estimate!!SEX!!Female"
"S2701_C04_007EA","Annotation of Number Insured by  Coverage Type!!Estimate!!SEX!!Female"
"S2701_C04_007M","Number Insured by  Coverage Type!!Margin of Error!!SEX!!Female"
"S2701_C04_007MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!SEX!!Female"
"S2701_C05_007E","Percent Insured by  Coverage Type!!Estimate!!SEX!!Female"
"S2701_C05_007EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!SEX!!Female"
"S2701_C05_007M","Percent Insured by  Coverage Type!!Margin of Error!!SEX!!Female"
"S2701_C05_007MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!SEX!!Female"
"S2701_C01_008E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_008EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_008M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_008MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_008E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_008EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_008M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_008MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_008E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_008M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_008MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_008EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C04_008E","Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C04_008EA","Annotation of Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C04_008M","Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C04_008MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C05_008E","Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C05_008M","Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C05_008MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C05_008EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_009E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_009M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_009MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_009EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_009E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_009EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_009M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_009MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_009E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_009M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_009MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_009EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C04_009E","Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C04_009EA","Annotation of Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C04_009M","Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C04_009MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C05_009E","Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C05_009M","Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C05_009MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C05_009EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_010E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_010EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_010M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_010MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_010E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_010M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_010MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_010EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_010E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_010M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_010MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_010EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C04_010E","Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C04_010EA","Annotation of Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C04_010M","Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C04_010MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C05_010E","Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C05_010M","Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C05_010MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C05_010EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_011E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_011M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_011MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_011EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_011E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_011M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_011MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_011EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_011E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_011EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_011M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_011MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C04_011E","Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C04_011M","Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C04_011MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C04_011EA","Annotation of Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C05_011E","Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C05_011EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C05_011M","Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C05_011MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_012E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_012EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_012M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_012MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_012E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_012EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_012M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_012MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_012E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_012M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_012MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_012EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C04_012E","Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C04_012M","Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C04_012MA","Annotation of Number Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C04_012EA","Annotation of Number Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C05_012E","Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C05_012EA","Annotation of Percent Insured by  Coverage Type!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C05_012M","Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C05_012MA","Annotation of Percent Insured by  Coverage Type!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_013E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_013EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_013M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_013MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_013E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_013EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_013M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_013MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_013E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_013EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_013M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
