"Column Name","Label"
"S2701_C03_003M","Percent Insured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C03_003MA","Annotation of Percent Insured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C03_003EA","Annotation of Percent Insured!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2701_C04_003E","Uninsured!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2701_C04_003EA","Annotation of Uninsured!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2701_C04_003M","Uninsured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C04_003MA","Annotation of Uninsured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C05_003E","Percent Uninsured!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2701_C05_003EA","Annotation of Percent Uninsured!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2701_C05_003M","Percent Uninsured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C05_003MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2701_C01_004E","Total!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C01_004M","Total!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C01_004MA","Annotation of Total!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C01_004EA","Annotation of Total!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C02_004E","Insured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C02_004M","Insured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C02_004MA","Annotation of Insured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C02_004EA","Annotation of Insured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C03_004E","Percent Insured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C03_004M","Percent Insured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C03_004MA","Annotation of Percent Insured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C03_004EA","Annotation of Percent Insured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C04_004E","Uninsured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C04_004EA","Annotation of Uninsured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C04_004M","Uninsured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C04_004MA","Annotation of Uninsured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C05_004E","Percent Uninsured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C05_004M","Percent Uninsured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C05_004MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C05_004EA","Annotation of Percent Uninsured!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2701_C01_005E","Total!!Estimate!!AGE!!18 to 64 years"
"S2701_C01_005M","Total!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C01_005MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C01_005EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years"
"S2701_C02_005E","Insured!!Estimate!!AGE!!18 to 64 years"
"S2701_C02_005M","Insured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C02_005MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C02_005EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years"
"S2701_C03_005E","Percent Insured!!Estimate!!AGE!!18 to 64 years"
"S2701_C03_005EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years"
"S2701_C03_005M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C03_005MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C04_005E","Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C04_005M","Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C04_005MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C04_005EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C05_005E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C05_005M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C05_005MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years"
"S2701_C05_005EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years"
"S2701_C01_006E","Total!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C01_006EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C01_006M","Total!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C01_006MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C02_006E","Insured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C02_006EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C02_006M","Insured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C02_006MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C03_006E","Percent Insured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C03_006EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C03_006M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C03_006MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C04_006E","Uninsured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C04_006M","Uninsured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C04_006MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C04_006EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C05_006E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C05_006M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C05_006MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C05_006EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2701_C01_007E","Total!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C01_007EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C01_007M","Total!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C01_007MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C02_007E","Insured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C02_007EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C02_007M","Insured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C02_007MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C03_007E","Percent Insured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C03_007M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C03_007MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C03_007EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C04_007E","Uninsured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C04_007M","Uninsured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C04_007MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C04_007EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C05_007E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C05_007EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C05_007M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C05_007MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2701_C01_008E","Total!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C01_008EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C01_008M","Total!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C01_008MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C02_008E","Insured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C02_008M","Insured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C02_008MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C02_008EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C03_008E","Percent Insured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C03_008M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C03_008MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C03_008EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C04_008E","Uninsured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C04_008M","Uninsured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C04_008MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C04_008EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C05_008E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C05_008EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C05_008M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C05_008MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2701_C01_009E","Total!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C01_009M","Total!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C01_009MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C01_009EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C02_009E","Insured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C02_009M","Insured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C02_009MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C02_009EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C03_009E","Percent Insured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C03_009M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C03_009MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C03_009EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C04_009E","Uninsured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C04_009EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C04_009M","Uninsured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C04_009MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C05_009E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C05_009M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C05_009MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C05_009EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2701_C01_010E","Total!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C01_010M","Total!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C01_010MA","Annotation of Total!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C01_010EA","Annotation of Total!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C02_010E","Insured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C02_010M","Insured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C02_010MA","Annotation of Insured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C02_010EA","Annotation of Insured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C03_010E","Percent Insured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C03_010EA","Annotation of Percent Insured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C03_010M","Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C03_010MA","Annotation of Percent Insured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C04_010E","Uninsured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C04_010EA","Annotation of Uninsured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C04_010M","Uninsured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C04_010MA","Annotation of Uninsured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C05_010E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C05_010M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C05_010MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C05_010EA","Annotation of Percent Uninsured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2701_C01_011E","Total!!Estimate!!AGE!!65 years and older"
"S2701_C01_011M","Total!!Margin of Error!!AGE!!65 years and older"
"S2701_C01_011MA","Annotation of Total!!Margin of Error!!AGE!!65 years and older"
"S2701_C01_011EA","Annotation of Total!!Estimate!!AGE!!65 years and older"
"S2701_C02_011E","Insured!!Estimate!!AGE!!65 years and older"
"S2701_C02_011M","Insured!!Margin of Error!!AGE!!65 years and older"
"S2701_C02_011MA","Annotation of Insured!!Margin of Error!!AGE!!65 years and older"
"S2701_C02_011EA","Annotation of Insured!!Estimate!!AGE!!65 years and older"
"S2701_C03_011E","Percent Insured!!Estimate!!AGE!!65 years and older"
"S2701_C03_011EA","Annotation of Percent Insured!!Estimate!!AGE!!65 years and older"
"S2701_C03_011M","Percent Insured!!Margin of Error!!AGE!!65 years and older"
"S2701_C03_011MA","Annotation of Percent Insured!!Margin of Error!!AGE!!65 years and older"
"S2701_C04_011E","Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C04_011M","Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C04_011MA","Annotation of Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C04_011EA","Annotation of Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C05_011E","Percent Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C05_011M","Percent Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C05_011MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2701_C05_011EA","Annotation of Percent Uninsured!!Estimate!!AGE!!65 years and older"
"S2701_C01_012E","Total!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C01_012M","Total!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C01_012MA","Annotation of Total!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C01_012EA","Annotation of Total!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C02_012E","Insured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C02_012EA","Annotation of Insured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C02_012M","Insured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C02_012MA","Annotation of Insured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C03_012E","Percent Insured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C03_012M","Percent Insured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C03_012MA","Annotation of Percent Insured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C03_012EA","Annotation of Percent Insured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C04_012E","Uninsured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C04_012M","Uninsured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C04_012MA","Annotation of Uninsured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C04_012EA","Annotation of Uninsured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C05_012E","Percent Uninsured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C05_012M","Percent Uninsured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C05_012MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2701_C05_012EA","Annotation of Percent Uninsured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2701_C01_013E","Total!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C01_013EA","Annotation of Total!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C01_013M","Total!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C01_013MA","Annotation of Total!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C02_013E","Insured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C02_013M","Insured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C02_013MA","Annotation of Insured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C02_013EA","Annotation of Insured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C03_013E","Percent Insured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C03_013M","Percent Insured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C03_013MA","Annotation of Percent Insured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C03_013EA","Annotation of Percent Insured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C04_013E","Uninsured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C04_013M","Uninsured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C04_013MA","Annotation of Uninsured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C04_013EA","Annotation of Uninsured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C05_013E","Percent Uninsured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C05_013EA","Annotation of Percent Uninsured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2701_C05_013M","Percent Uninsured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C05_013MA","Annotation of Percent Uninsured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2701_C01_014E","Total!!Estimate!!19 to 25 years"
"S2701_C01_014EA","Annotation of Total!!Estimate!!19 to 25 years"
"S2701_C01_014M","Total!!Margin of Error!!19 to 25 years"
"S2701_C01_014MA","Annotation of Total!!Margin of Error!!19 to 25 years"
"S2701_C02_014E","Insured!!Estimate!!19 to 25 years"
"S2701_C02_014M","Insured!!Margin of Error!!19 to 25 years"
"S2701_C02_014MA","Annotation of Insured!!Margin of Error!!19 to 25 years"
"S2701_C02_014EA","Annotation of Insured!!Estimate!!19 to 25 years"
"S2701_C03_014E","Percent Insured!!Estimate!!19 to 25 years"
"S2701_C03_014M","Percent Insured!!Margin of Error!!19 to 25 years"
"S2701_C03_014MA","Annotation of Percent Insured!!Margin of Error!!19 to 25 years"
"S2701_C03_014EA","Annotation of Percent Insured!!Estimate!!19 to 25 years"
"S2701_C04_014E","Uninsured!!Estimate!!19 to 25 years"
"S2701_C04_014EA","Annotation of Uninsured!!Estimate!!19 to 25 years"
"S2701_C04_014M","Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C04_014MA","Annotation of Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C05_014E","Percent Uninsured!!Estimate!!19 to 25 years"
"S2701_C05_014EA","Annotation of Percent Uninsured!!Estimate!!19 to 25 years"
"S2701_C05_014M","Percent Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C05_014MA","Annotation of Percent Uninsured!!Margin of Error!!19 to 25 years"
"S2701_C01_015E","Total!!Estimate!!SEX!!Male"
"S2701_C01_015M","Total!!Margin of Error!!SEX!!Male"
"S2701_C01_015MA","Annotation of Total!!Margin of Error!!SEX!!Male"
"S2701_C01_015EA","Annotation of Total!!Estimate!!SEX!!Male"
"S2701_C02_015E","Insured!!Estimate!!SEX!!Male"
"S2701_C02_015M","Insured!!Margin of Error!!SEX!!Male"
"S2701_C02_015MA","Annotation of Insured!!Margin of Error!!SEX!!Male"
"S2701_C02_015EA","Annotation of Insured!!Estimate!!SEX!!Male"
"S2701_C03_015E","Percent Insured!!Estimate!!SEX!!Male"
"S2701_C03_015M","Percent Insured!!Margin of Error!!SEX!!Male"
"S2701_C03_015MA","Annotation of Percent Insured!!Margin of Error!!SEX!!Male"
"S2701_C03_015EA","Annotation of Percent Insured!!Estimate!!SEX!!Male"
"S2701_C04_015E","Uninsured!!Estimate!!SEX!!Male"
"S2701_C04_015EA","Annotation of Uninsured!!Estimate!!SEX!!Male"
"S2701_C04_015M","Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C04_015MA","Annotation of Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C05_015E","Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C05_015M","Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C05_015MA","Annotation of Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C05_015EA","Annotation of Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C01_016E","Total!!Estimate!!SEX!!Female"
"S2701_C01_016M","Total!!Margin of Error!!SEX!!Female"
"S2701_C01_016MA","Annotation of Total!!Margin of Error!!SEX!!Female"
"S2701_C01_016EA","Annotation of Total!!Estimate!!SEX!!Female"
"S2701_C02_016E","Insured!!Estimate!!SEX!!Female"
"S2701_C02_016M","Insured!!Margin of Error!!SEX!!Female"
