"Column Name","Label"
"S2701_C01_005MA","Annotation of Total!!Margin of Error!!SEX!!Male"
"S2701_C01_005EA","Annotation of Total!!Estimate!!SEX!!Male"
"S2701_C02_005E","Number Uninsured!!Estimate!!SEX!!Male"
"S2701_C02_005EA","Annotation of Number Uninsured!!Estimate!!SEX!!Male"
"S2701_C02_005M","Number Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C02_005MA","Annotation of Number Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C03_005E","Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C03_005EA","Annotation of Percent Uninsured!!Estimate!!SEX!!Male"
"S2701_C03_005M","Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C03_005MA","Annotation of Percent Uninsured!!Margin of Error!!SEX!!Male"
"S2701_C01_006E","Total!!Estimate!!SEX!!Female"
"S2701_C01_006M","Total!!Margin of Error!!SEX!!Female"
"S2701_C01_006MA","Annotation of Total!!Margin of Error!!SEX!!Female"
"S2701_C01_006EA","Annotation of Total!!Estimate!!SEX!!Female"
"S2701_C02_006E","Number Uninsured!!Estimate!!SEX!!Female"
"S2701_C02_006M","Number Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C02_006MA","Annotation of Number Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C02_006EA","Annotation of Number Uninsured!!Estimate!!SEX!!Female"
"S2701_C03_006E","Percent Uninsured!!Estimate!!SEX!!Female"
"S2701_C03_006EA","Annotation of Percent Uninsured!!Estimate!!SEX!!Female"
"S2701_C03_006M","Percent Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C03_006MA","Annotation of Percent Uninsured!!Margin of Error!!SEX!!Female"
"S2701_C01_007E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_007EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_007M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_007MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_007E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_007M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_007MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C02_007EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_007E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_007EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_007M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C03_007MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race"
"S2701_C01_008E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_008EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_008M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_008MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_008E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_008M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_008MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C02_008EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_008E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_008EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_008M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C03_008MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone"
"S2701_C01_009E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_009M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_009MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_009EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_009E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_009EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_009M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C02_009MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_009E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_009M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_009MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C03_009EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone"
"S2701_C01_010E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_010M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_010MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_010EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_010E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_010M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_010MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C02_010EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_010E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_010EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_010M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C03_010MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone"
"S2701_C01_011E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_011M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_011MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_011EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_011E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_011EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_011M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C02_011MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_011E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_011EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_011M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C03_011MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone"
"S2701_C01_012E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_012EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_012M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_012MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_012E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_012EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_012M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C02_012MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_012E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_012M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_012MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C03_012EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone"
"S2701_C01_013E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C01_013EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C01_013M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C01_013MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C02_013E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C02_013M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C02_013MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C02_013EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C03_013E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C03_013EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C03_013M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C03_013MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone"
"S2701_C01_014E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C01_014M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C01_014MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C01_014EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C02_014E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C02_014M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C02_014MA","Annotation of Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C02_014EA","Annotation of Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C03_014E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C03_014M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C03_014MA","Annotation of Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C03_014EA","Annotation of Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2701_C01_015E","Total!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C01_015M","Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C01_015MA","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C01_015EA","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C02_015E","Number Uninsured!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C02_015EA","Annotation of Number Uninsured!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C02_015M","Number Uninsured!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C02_015MA","Annotation of Number Uninsured!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C03_015E","Percent Uninsured!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C03_015M","Percent Uninsured!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C03_015MA","Annotation of Percent Uninsured!!Margin of Error!!White alone, not Hispanic or Latino"
"S2701_C03_015EA","Annotation of Percent Uninsured!!Estimate!!White alone, not Hispanic or Latino"
"S2701_C01_016E","Total!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C01_016M","Total!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C01_016MA","Annotation of Total!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C01_016EA","Annotation of Total!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C02_016E","Number Uninsured!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C02_016EA","Annotation of Number Uninsured!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C02_016M","Number Uninsured!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C02_016MA","Annotation of Number Uninsured!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C03_016E","Percent Uninsured!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C03_016EA","Annotation of Percent Uninsured!!Estimate!!Hispanic or Latino (of any race)"
"S2701_C03_016M","Percent Uninsured!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C03_016MA","Annotation of Percent Uninsured!!Margin of Error!!Hispanic or Latino (of any race)"
"S2701_C01_017E","Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C01_017M","Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C01_017MA","Annotation of Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C01_017EA","Annotation of Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C02_017E","Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C02_017M","Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C02_017MA","Annotation of Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C02_017EA","Annotation of Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C03_017E","Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C03_017M","Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C03_017MA","Annotation of Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C03_017EA","Annotation of Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Native born"
"S2701_C01_018E","Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C01_018EA","Annotation of Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C01_018M","Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C01_018MA","Annotation of Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C02_018E","Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C02_018M","Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C02_018MA","Annotation of Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C02_018EA","Annotation of Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C03_018E","Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C03_018M","Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C03_018MA","Annotation of Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C03_018EA","Annotation of Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2701_C01_019E","Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C01_019M","Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C01_019MA","Annotation of Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C01_019EA","Annotation of Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C02_019E","Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C02_019M","Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C02_019MA","Annotation of Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C02_019EA","Annotation of Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C03_019E","Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C03_019M","Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C03_019MA","Annotation of Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C03_019EA","Annotation of Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2701_C01_020E","Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C01_020EA","Annotation of Total!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C01_020M","Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C01_020MA","Annotation of Total!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C02_020E","Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C02_020M","Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C02_020MA","Annotation of Number Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C02_020EA","Annotation of Number Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C03_020E","Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C03_020EA","Annotation of Percent Uninsured!!Estimate!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C03_020M","Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C03_020MA","Annotation of Percent Uninsured!!Margin of Error!!PLACE OF BIRTH AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2701_C01_021E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older"
